author,comment_count,posting_rate,avg_text_similarity,std_text_length,duplicate_ratio,degree_centrality,buzzer_score,buzzer_category,isolation_forest_score,ml_buzzer_label
@ninaychan,1,1.0,0.0,0.0,0.0,0.10059171597633136,2,Medium Suspicion,-0.45531137290193324,Normal User
@niaramadani3068,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@LajongLazuardi,1,1.0,0.0,0.0,0.0,0.09754348215886678,2,Medium Suspicion,-0.4423009807699669,Normal User
@Ella2207-kr4cj,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@nikadekayuseptiadewi1405,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@ElisiaVarreneta,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@RifkiAhmadDani-x7v,1,1.0,0.0,0.0,0.0,0.19508696431773356,2,Medium Suspicion,-0.5284406354238148,Normal User
@nikmadhidayad3224,1,1.0,0.0,0.0,0.0,0.16908732293347678,2,Medium Suspicion,-0.5220449924253168,Normal User
@NengsihWinda,1,1.0,0.0,0.0,0.0,0.11027434104357181,2,Medium Suspicion,-0.4819121430452768,Normal User
@EliaDewii,1,1.0,0.0,0.0,0.0,0.23794154563385334,2,Medium Suspicion,-0.573346945431757,Suspected Buzzer
@RikaPepiyana,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@hamizanhanumm,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@ElfinoAdiputra,1,1.0,0.0,0.0,0.0,0.17536309844002151,2,Medium Suspicion,-0.5370177619152083,Suspected Buzzer
@ElfiNuri,1,1.0,0.0,0.0,0.0,0.09019185942262865,2,Medium Suspicion,-0.4713339462288005,Normal User
@RikaRahim-k9z,1,1.0,0.0,0.0,0.0,0.11852250313788776,2,Medium Suspicion,-0.49164439086323247,Normal User
@ninjaSyarif2,1,1.0,0.0,0.0,0.0,0.16908732293347678,2,Medium Suspicion,-0.5220449924253168,Normal User
@ElLusia-i4w,1,1.0,0.0,0.0,0.0,0.11637080867850098,2,Medium Suspicion,-0.49563099744535283,Normal User
@EkoSupriyanto-k5w,1,1.0,0.0,0.0,0.0,0.1590460821230052,2,Medium Suspicion,-0.5078345640190574,Normal User
@ninoarsenio,1,1.0,0.0,0.0,0.0,0.10758472296933835,2,Medium Suspicion,-0.47276238532919407,Normal User
@hananabila1077,1,1.0,0.0,0.0,0.0,0.10668818361126053,2,Medium Suspicion,-0.47189246276868146,Normal User
@Lana-k7x,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@aisyahMaharani-y7v,1,1.0,0.0,0.0,0.0,0.21194190424959655,2,Medium Suspicion,-0.5864762411747264,Suspected Buzzer
@ErnaApriyanti-kg4dz,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@nasihingoodboy1614,1,1.0,0.0,0.0,0.0,0.19508696431773356,2,Medium Suspicion,-0.5284406354238148,Normal User
@FajarerlanggaErlangga-e2t,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@muhammadliffinmuhammadliff7452,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@NiltaRija,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@FaqihFaqih-k1d,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@RefaHamzah,1,1.0,0.0,0.0,0.0,0.10758472296933835,2,Medium Suspicion,-0.47276238532919407,Normal User
@FaniAzahra-s6c,1,1.0,0.0,0.0,0.0,0.23794154563385334,2,Medium Suspicion,-0.573346945431757,Suspected Buzzer
@FanezaSgn,1,1.0,0.0,0.0,0.0,0.19454904070288687,2,Medium Suspicion,-0.547334195913979,Suspected Buzzer
@FandaDisa,1,1.0,0.0,0.0,0.0,0.1043571812802582,2,Medium Suspicion,-0.46247428833730064,Normal User
@FalishaKhairunnisa-v1v,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@muhammadnasrullah3696,1,1.0,0.0,0.0,0.0,0.19508696431773356,2,Medium Suspicion,-0.5284406354238148,Normal User
@aleshasulaeman3732,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@FajarZultan-l3c,1,1.0,0.0,0.0,0.0,0.10363994979379595,2,Medium Suspicion,-0.4627872979889451,Normal User
@FarelHarutaka-w6l,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@FajarUdin-n8k,1,1.0,0.0,0.0,0.0,0.10471579702348933,2,Medium Suspicion,-0.4651937615190702,Normal User
@RefhiRahmawati-v1w,1,1.0,0.0,0.0,0.0,0.10776403084095391,2,Medium Suspicion,-0.4741484736629683,Normal User
@Fajar-h9l,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@NilaAzzahra-p1k,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@muhammadumarhamzah,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@RegitoRegito,1,1.0,0.0,0.0,0.0,0.21194190424959655,2,Medium Suspicion,-0.5864762411747264,Suspected Buzzer
@Niken-k3m,1,1.0,0.0,0.0,0.0,0.23794154563385334,2,Medium Suspicion,-0.573346945431757,Suspected Buzzer
@NikeFirsarahmadiani,1,1.0,0.0,0.0,0.0,0.13555675094136632,2,Medium Suspicion,-0.47887157532532043,Normal User
@RehanSyah-u9o,1,1.0,0.0,0.0,0.0,0.23794154563385334,2,Medium Suspicion,-0.573346945431757,Suspected Buzzer
@KontenHonorofkings,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@FarelAlviano-f5r,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@Farhan-o3c8x,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@NgurahMang-e9c,1,1.0,0.0,0.0,0.0,0.10220548682087144,2,Medium Suspicion,-0.45885486338537773,Normal User
@bongkyalvaro9186,1,1.0,0.0,0.0,0.0,0.12013627398242784,2,Medium Suspicion,-0.4941841746753872,Normal User
@FatiyahFelisa,1,1.0,0.0,0.0,0.0,0.1724941724941725,2,Medium Suspicion,-0.53771343203254,Suspected Buzzer
@FatinSyahira-k8j,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@Fatin-c7s,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@boinjutex5092,1,1.0,0.0,0.0,0.0,0.17536309844002151,2,Medium Suspicion,-0.5370177619152083,Suspected Buzzer
@alfarizkysyahputra3958,1,1.0,0.0,0.0,0.0,0.14774968621122467,2,Medium Suspicion,-0.4485727830605006,Normal User
@Fatimah-j3d5r,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@muhamadanyasin1151,1,1.0,0.0,0.0,0.0,0.08319885242962166,2,Medium Suspicion,-0.47593211050547013,Normal User
@FathurRohman-h6d,1,1.0,0.0,0.0,0.0,0.07118522503137888,2,Medium Suspicion,-0.4597732161433963,Normal User
@alfarizie1972,1,1.0,0.0,0.0,0.0,0.14093598708983324,2,Medium Suspicion,-0.4813877289243698,Normal User
@FathanMaulana-i1x,1,1.0,0.0,0.0,0.0,0.09826071364532903,2,Medium Suspicion,-0.4379125442096326,Normal User
@RealmeC31-f2d,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@Farhan-u3y8g,1,1.0,0.0,0.0,0.0,0.23794154563385334,2,Medium Suspicion,-0.573346945431757,Suspected Buzzer
@muhamadnurjen6518,1,1.0,0.0,0.0,0.0,0.10883987807064731,2,Medium Suspicion,-0.4751359807811055,Normal User
@alfaparamasetha7904,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@muhammadadlan9504,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@NiluhPutubudawati,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@Redmi10-f6k,1,1.0,0.0,0.0,0.0,0.16908732293347678,2,Medium Suspicion,-0.5220449924253168,Normal User
@muhammadgazaalpalestine8481,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@KisfulMaulana,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@FaridahDah-p8y,1,1.0,0.0,0.0,0.0,0.19508696431773356,2,Medium Suspicion,-0.5284406354238148,Normal User
@FaridaHanum-b9x,1,1.0,0.0,0.0,0.0,0.09019185942262865,2,Medium Suspicion,-0.4713339462288005,Normal User
@FarhanFazabik,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@ReinaMikaila,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@FadrilSukses-mx2ps,1,1.0,0.0,0.0,0.0,0.15599784830554062,2,Medium Suspicion,-0.5028955162529368,Normal User
@RelisYuli,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@ajisaputra3054,1,1.0,0.0,0.0,0.0,0.23794154563385334,2,Medium Suspicion,-0.573346945431757,Suspected Buzzer
@hartinisumarwanto1511,1,1.0,0.0,0.0,0.0,0.10632956786802941,2,Medium Suspicion,-0.47084122146586554,Normal User
@akbarsyam2630,1,1.0,0.0,0.0,0.0,0.07530930607853685,2,Medium Suspicion,-0.46449263939518975,Normal User
@EsihSubang-c3l4u,1,1.0,0.0,0.0,0.0,0.13555675094136632,2,Medium Suspicion,-0.47887157532532043,Normal User
@Nia-s4d5j,1,1.0,0.0,0.0,0.0,0.19508696431773356,2,Medium Suspicion,-0.5284406354238148,Normal User
@najargani8178,1,1.0,0.0,0.0,0.0,0.21194190424959655,2,Medium Suspicion,-0.5864762411747264,Suspected Buzzer
@Kusmiati-h5c,1,1.0,0.0,0.0,0.0,0.1455979917518379,2,Medium Suspicion,-0.47034783151292175,Normal User
@ErsantoErsanto,1,1.0,0.0,0.0,0.0,0.12354312354312355,2,Medium Suspicion,-0.4995276885869331,Normal User
@ErpianaBitin,1,1.0,0.0,0.0,0.0,0.21194190424959655,2,Medium Suspicion,-0.5864762411747264,Suspected Buzzer
@ErnytaAbdulmuid,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@ajizeinmustaqim89,1,1.0,0.0,0.0,0.0,0.07943338712569482,2,Medium Suspicion,-0.4751129507532655,Normal User
@RevanFaeyzaPratama-g9p,1,1.0,0.0,0.0,0.0,0.1043571812802582,2,Medium Suspicion,-0.46247428833730064,Normal User
@NidiaFatin,1,1.0,0.0,0.0,0.0,0.14792899408284024,2,Medium Suspicion,-0.44462582896903136,Normal User
@nanaimut-k2d,1,1.0,0.0,0.0,0.0,0.08122646584185046,2,Medium Suspicion,-0.4736309038563112,Normal User
@Kusriniwati,1,1.0,0.0,0.0,0.0,0.08319885242962166,2,Medium Suspicion,-0.47593211050547013,Normal User
@NhdaNisa,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@ErlitaSalsabila-n4m,1,1.0,0.0,0.0,0.0,0.21194190424959655,2,Medium Suspicion,-0.5864762411747264,Suspected Buzzer
@Rey_azka,1,1.0,0.0,0.0,0.0,0.0979020979020979,2,Medium Suspicion,-0.43497840401214705,Normal User
@ajengputrianggraeni1127,1,1.0,0.0,0.0,0.0,0.21194190424959655,2,Medium Suspicion,-0.5864762411747264,Suspected Buzzer
