publishedAt,authorDisplayName,textDisplay,likeCount
2025-11-09T12:47:55Z,@ChanoenkMurka,GK kyk aslinya,0
2025-11-09T12:24:45Z,@ujealbukhori-77,Anjir MBG PRASMANAN COK!! 😭😭😭,0
2025-11-09T12:24:20Z,@adindanovita-c1v,Terima kasih pak Bowo kami sudah dapat mnh di  SD   1  lahat 🎉🎉👍🏻👍🏻🥰🥰🥰❤❤❤🍈🍈🧃🧃🧃,0
2025-11-09T11:56:09Z,@norininx,MBG=makanan beracun gratis🗿,0
2025-11-09T11:14:14Z,@vriskahutasoit787,Bagi jo,0
2025-11-09T11:04:41Z,@MelyartiKuswarini,Kak rekueds rendang kak 😅😅😅,0
2025-11-09T11:02:11Z,@GustiniIndrayanti,Makasih pak perabowo Kami sudah dapat mbg di SD 161 palembang makasih ya🤭,0
2025-11-09T10:46:57Z,@tasyrifuchok,M makanan<br><br>B beracun<br><br>G gratis,0
2025-11-09T10:41:01Z,@ujjayastore6839,Kok kayak MBG di sekolah ku ya,0
2025-11-09T10:21:36Z,@SaskiaPutri-n7c,Ka ko aku belum di esde N 1bantar,0
2025-11-09T10:20:21Z,@PutraRafael-y9m,Hati-hati soalnya MBG itu singkatan nya makanan beracun gratis,0
2025-11-09T09:43:33Z,@Realmecedua-c3o,SD N 2 bangunrejo belom semua kepengen,0
2025-11-09T09:04:59Z,@BambangPurwanto-w2b,Tapi sekolah saya belum dapat jadi saya sedih name sekolah: SDN panjunan 😢,0
2025-11-09T09:03:17Z,@Ice-s1b1j,akumah paling juga pasti habis pas makannya habis dimasak langsung dimakan kan enak,1
2025-11-09T08:37:24Z,@alikhaahmed,Besok aku dapat mbg juga tau❤😊,0
2025-11-09T08:35:09Z,@endangsusilowati3364,Di sdit ada mbg juga😅,0
2025-11-09T08:18:22Z,@helmyopus5548,Anjay makan gratis eh itu makan gratis atau bukan ya kalau bukan tanya aja chat aku ya awas kalau awas ya harus adanya hari Senin makan gratis lagi enggak kali kami kalau makan gratis i love you ya kamu suka kok tontonan ini,0
2025-11-09T07:30:30Z,@Ftbl-A1eo,sampai ketemu di rumah sakit :(,0
2025-11-09T07:22:38Z,@dwibeni9824,Menu mbg sekolah elit😮😮,0
2025-11-09T07:10:37Z,@firmanrachmansyah1548,terima kasih pak prabowo subianto  demi mbg,0
2025-11-09T06:56:31Z,@DedeYanti-q3n,SD❤❤🎉😊,0
2025-11-09T06:47:44Z,@RikakharismaIka,MBG makan gratis racun,0
2025-11-09T06:26:55Z,@Ziqri_gaming234,Terus tinggal di makan sama kylian mbg deh 😅,1
2025-11-09T06:09:27Z,@RachelGifani-s3k,MAKAN BERGIZI GRATIS ❌ <br><br><br>MAKAN BERACUN GRATIS ✅,0
2025-11-09T05:21:50Z,@adyazwandy7504,Depan layar beda sama di belakang layar,0
2025-11-09T05:10:06Z,@RidhoBae-e2u,Alhamdulillah SD Negeri 224 /SD pangung .sudah dapat enak enak banget ❤❤❤,0
2025-11-09T04:09:28Z,@ShdhdhdDjrhhfb,Siapa yang tempe mbg nya udah basi,0
2025-11-09T03:12:47Z,@Aqilahcantik657,Aku dari SD ga pernah dapet MBG sama sekali sumpaa😓,0
2025-11-09T02:44:32Z,@MirnaWati-f7k,Aku mau mbh pak prabowo,0
2025-11-09T02:16:47Z,@nana123natasya,Enak nya EMG nya bang,0
2025-11-09T02:14:53Z,@FANS_BANG_SIMAHAD24,MBG Makanan basi gratis,0
2025-11-08T23:07:42Z,@ariadi1128,makasih pak bowo kami dari sd sdn sungi andai 4 banjarmasin🎉❤❤❤❤,0
2025-11-08T23:06:27Z,@KayuMerah-o3b7fncvj,2025,0
2025-11-08T23:05:56Z,@KayuMerah-o3b7fncvj,2005,0
2025-11-08T16:48:14Z,@masagungprihatmojo5230,Enak lu bg dapet mbg gw engak,0
2025-11-08T15:56:51Z,@ARDIANSYAH-x7k,Pelis kk,0
2025-11-08T15:56:38Z,@ARDIANSYAH-x7k,Menunya hari senin besok sop buah nya apel,0
2025-11-08T15:36:24Z,@Lovely_plushie,apa arti mbg 👇<br>                       👇,0
2025-11-08T15:36:52Z,@Lovely_plushie,Makanan beracun gratis,0
2025-11-08T15:19:31Z,@Xueqie,Udah lulus baru ada ginian 😭🙌🏻,0
2025-11-08T14:31:52Z,@Laelatusiam-y2c,SDN kadikaran ya pak belum soalnya,0
2025-11-08T14:21:01Z,@MutiaMutia-i1z,Mbg ke SDN Cidahu 1 nya kapan udah nunggu loh riqwes diisiin iphon 10 uang 5jt coklat Dubai dan lapis legit ci mehong y 😂😂😂😂😂 [canda jangan di seriussin ya 😅],0
2025-11-08T14:17:36Z,@ariestreet1225,Terima kasih Bowo kami suda dapat mbg❤❤❤❤❤😊😊😊😊😊,0
2025-11-08T14:16:17Z,@Shimoziki_San,Tadi aja hari senin kita ada juga MBG  ❤,0
2025-11-08T13:54:30Z,@ndorogege,"Om hari senin MBG pizza dan kentang goreng  dan susu sama ayam goreng nasi dan satunya sayur bayam..... Semoga dibaca ,...... Dan diakhiri dengan senyuman 😊😊😊",0
2025-11-08T13:39:24Z,@ZeckyJaya,M MAKANAN B BERACUN😥😱,0
2025-11-08T13:34:58Z,@diedlov,aku udah dapat tapi gk ada lagi😊😢,0
2025-11-08T13:12:13Z,@CicihRatnaAsih,Sekolah aku belum dapat mbg 😭😭,0
2025-11-08T13:07:23Z,@tobriboga2498,bang sdn negeri ragas 2 belum bang,0
2025-11-08T12:53:35Z,@evifitriana4028,"Makasih pak prabowo subiantooo🗣🗣<br>Sehat selaluuu Ammiin....,🙏🙏",0
2025-11-08T12:36:00Z,@HavisPrasetyo,Ka. Kapan. Mbg. SD. 1. Kormegan,0
2025-11-08T12:21:53Z,@ToniBik-s9s,Nanti hari Senin mbg😁🤗😁🤗,0
2025-11-08T12:00:23Z,@nurelyyanti327,Kaka spageti dang canda hehe,0
2025-11-08T11:36:09Z,@KadekAyu-nq9jx,woiii knp nasi aku bau bunga kuburan woiiiiiii🤬🤬🤬🤬🤬🤬🤬🤬☠️💀,0
2025-11-08T11:36:32Z,@KadekAyu-nq9jx,beneran kok aku gk bohong semuaaa,0
2025-11-08T11:02:26Z,@ApaDevi,Aku pernah pingsan maka makan,0
2025-11-08T10:27:21Z,@MurdiMur-jt8sq,"Untung yg kepilih pak  Prabowo....jadi  bisa makan gratis bergizi.....semoga beliau sehat selalu panjang umur amin, semoga Indonesia terhindar dari mara bahaya amin y allah",0
2025-11-08T09:25:48Z,@dedecudelofficial9597,Ka sama banget kaya mbg aku cuma<br>Sayur nya pare,0
2025-11-08T09:24:16Z,@Nuryianti-b8q,Sudahlah aku makan MBG nya sampai mual,0
2025-11-08T08:57:31Z,@erychanel88,Sekarang aja gtu masih si pantau nanti lama&quot; pasti kumat lagi😂😂😂,0
2025-11-08T08:36:10Z,@operatorbiasa,Aku ga dapetbmbg😢😢,0
2025-11-08T08:35:46Z,@tehpaitmanis,Dapat Mbg lezat ya ❤,0
2025-11-08T08:31:59Z,@Arianagrand9,kebanyakan lauk nya telor rebus kalo gk telor rebus telor goreng enek gw,0
2025-11-08T08:26:48Z,@ElifDina-y8h,"Disekolah SD q blm dapat😢....yg pntg kan anak2 sd ,malah yg SMA dan SMP didahulukan",0
2025-11-08T07:55:34Z,@HestyPermatasarri,SDN 2 blw belum makan gratis mbg nanti katanya😢,0
2025-11-08T07:16:15Z,@robbyfadilakusumafadilakus328,MBG: makanan beracun gratis,0
2025-11-08T06:46:45Z,@SoniaJenny-k1w,Kak ko kami gak ada susu😢,0
2025-11-08T06:39:04Z,@Roblox_indo1,Mbg=makanan beracun gratis😂😂😂,0
2025-11-08T06:09:44Z,@FarelAlfarisi-d7u,Oo aku tahu dari bacaan MBG M. Makanan B. BERacun G Geratis,0
2025-11-08T05:51:40Z,@AleshaSilmi-w8d,Di sekolah aku Desember dpet MBG,0
2025-11-08T05:22:05Z,@SutionoSutiono-zx7kt,bang rikwes mbg nya isi nya duit semua,0
2025-11-08T04:39:58Z,@ShaquilleShaquilleaja,Mbg makan bergizi gratis❌️<br>Makan beracun gratis✔️,0
2025-11-08T03:44:37Z,@itz_kiko_enak_tau,Kami harusnya hari jumat dpt snack tapi malah utk kaka kls 6 fieldtrip🙁,0
2025-11-08T03:19:46Z,@MADRID1745,Mbg di sekolah temen gw 1 kelas kacau karna Mbg nya basi,0
2025-11-08T03:17:14Z,@tazkiacollection3357,KA MI RAUDATUL HIKMAH belum ya kak aku swasta,0
2025-11-08T03:11:26Z,@ZidanGantengrini,Aku dong kak aku udah itu di SDN Sindang karya kelas 2,0
2025-11-08T03:10:55Z,@Rifai3333-c7c,🍱🍱🍱🍱🍱🍱🍱🍱🍨🍱🍱🍱🍱,0
2025-11-08T02:37:03Z,@vickafranzhesca5325,aku juga ada mbg,0
2025-11-08T01:38:13Z,@BatoksaiNyasar,MBG 🍜🍲🍚🍛,1
2025-11-08T01:37:00Z,@BatoksaiNyasar,🎉🎉👍💪♥️,1
2025-11-08T01:36:15Z,@BatoksaiNyasar,🎉🎉💪,1
2025-11-08T01:13:56Z,@titinkartini4285,pasti enak banget,0
2025-11-08T01:02:32Z,@NT_TZmiraNFX_GM_TA_2,Allhamdulilah kemarin dapet hotdog dan Minggu depan lebih enak lagi katany❤️,0
2025-11-08T00:49:48Z,@mipannchan,Sama aku dobel,0
2025-11-08T00:34:53Z,@titinandayani6283,Tiba e segone ono belatunge,0
2025-11-07T23:24:52Z,@JhoLatuny,MBG MAKANAN BERACUN GRATIS,0
2025-11-07T21:34:06Z,@sitayo8753,Kak mbg aku dong aku belum dapat mbg kak hari senin ya kak nama sd ku SDN 3  PANDEREJO itu sd ku kak👍👍,0
2025-11-07T20:24:42Z,@november9252,Udah banyak korban MBG krn suite di korupsi sih.. masa sampe 6rebu anak keracunan... program bagus tpi pelaksanaan buruk dan penuh korupsi,0
2025-11-07T17:05:56Z,@saksake3943,jgn dksih ke ortu ..bagus makanan sperti ini..krna sama ortu sendiri akan lbih banyak dikorupsi..,0
2025-11-07T15:41:23Z,@AndiTaulani-m7f,Makasih mbg,0
2025-11-07T13:23:37Z,@BATU_MOSTCHREAL,Di video keliatan bagus pass nyampe aneh we😅<br>Tapi tetap bersyukur,1
2025-11-07T12:53:13Z,@DzatiLatibba,Kak aku blm anter dong ke SDN Cikampek barat 2 plissss,0
2025-11-07T11:34:20Z,@RusmiRusmi-t1b4h,❤,0
2025-11-07T11:33:49Z,@bociljetblack5374,tumben mbg nya aman,0
2025-11-07T11:21:50Z,@Mirzarbx,Nanti aku dapet MBG di MI NURUL ISLAM YAVAHUT😊,0
2025-11-07T11:15:21Z,@Indoball479,MBG=makan belatung gratis🗿,0
2025-11-07T10:50:13Z,@AlinaRamadhani-fu5yj,ITU DIMANA???,0
2025-11-07T10:40:58Z,@BeautyStore-xq5mi,Kak aku belum dapat mbg sdn 022 Balikpapan utara,0
2025-11-07T10:35:55Z,@lala-p6q8k,Buahnya stroberi dongg,0
2025-11-07T10:29:44Z,@DeniYanti-z6f,Pak prabowo kami belum ada do sekolah sdn poris pelawad 7 2 dan 3 tanggerang yg b3lum dapat kumpul,0
2025-11-07T10:28:50Z,@KeceBet-r3y,Mbg makanan beracun gratis,0
2025-11-07T10:12:51Z,@RosihLovers,Belom dapet😢,0
2025-11-07T09:30:48Z,@SintaApriani-t2o1s,👍👍👍👍👍👍👍👍👍,0
2025-11-07T09:10:01Z,@FahrizalFadliprayoga,Tapi kok nyampe sekolah malah beracun banyak uletnya,0
2025-11-07T09:00:32Z,@DokterSaljuk,Makasih pak Prabowo makasih juga kak mbg nya,0
2025-11-07T08:56:16Z,@DanialAfifHabibi,Bg gw kan sekarang bmg ya td aku lauk nya telor blm mateng,0
2025-11-07T08:45:39Z,@Lena-g6z4p,Ibu aku lagi kerja mbg nih,0
2025-11-07T08:38:13Z,@Brojomuktidursoseno,Makanan beracun gratis,0
2025-11-07T07:02:59Z,@SuryanataPurba,Yang udah dapet kesini <br>👇<br>👇<br>👇,0
2025-11-07T07:01:03Z,@SuryanataPurba,Aku udah dapet seting tapi Sabtu enggak 😁😁😃😃,0
2025-11-07T06:23:16Z,@sitikodariyah494,"Itu bagus sekali ,gak kaya SD sy🙏🙏🙏😭",0
2025-11-07T05:53:27Z,@DelaDeli-d5t,Di pesawaran belum dapat mbg kapan ya di sekolahan smp13??,0
2025-11-07T04:33:47Z,@Botak_Y,Belum dapet mbg🫵🥲😭😭👁️👄👁️,0
2025-11-07T04:27:56Z,@Pramudia-c9t,Positif dong di kontenin aslinya mah keracunan 0.0097 persen selamat 😂😂,0
2025-11-07T04:07:32Z,@MuhammadFarelArdafa-v6u,mbg.      enak,0
2025-11-07T03:47:33Z,@elfina863,Belum dapet mbg😢,1
2025-11-07T03:15:26Z,@kinaravannesa6976,Menu mbg,0
2025-11-07T03:11:23Z,@ainayafaranisa,pak Prabowo memang baik ya🎉,0
2025-11-07T02:56:50Z,@SANTO-c9o,Penyesuaian menu makanan untuk kelompok umur juga hrsnya dipikirkan.  Shg siswa gk lagi bawa pulang makanan yg tdk sesuai selera anak2😅,0
2025-11-07T02:38:55Z,@qhairajyp3244,Kapan ya mbg kita kek gini 🗿,1
2025-11-07T00:45:51Z,@Khaii_Zxa,dsklah ku udah g dikasih susu lagi,0
2025-11-06T17:23:11Z,@yuntiah5413,widihh udah dpt kelengkeng ditambah susu ultramilk lagii,0
2025-11-06T16:03:02Z,@HafizAhmad-t5l1v,Hati -hati bang,0
2025-11-06T14:26:39Z,@HaekalGibran-b1k,Kebanyaan siswa siswi keracunan gegara mbg,0
2025-11-06T14:17:06Z,@tahukahkamu-07,1 dari ratusan Mbg di Indonesia,0
2025-11-06T14:10:12Z,@Ana-c8m7c,Aku aja gak kebagian  hari kamis    mie ayam😅😅😅,0
2025-11-06T13:59:46Z,@YuyunYuhaeni-yc6zu,Masih berlanjut eah,0
2025-11-06T12:57:54Z,@ElzaAssabriRamadhani,Aku belum dapat SD prajekan lor 1,0
2025-11-06T12:53:55Z,@orang-streesss,Lumayan sih😋 Tapi aku lebih suka kalo di MBG nya ada susuuuuu😋🤓🤓,1
2025-11-06T12:21:00Z,@Risa123-i5w,Aku mau terima kasih mbg nya 🥳🥳🥳🥳🥳,1
2025-11-06T12:16:53Z,@ZahraNatasya-i4i,🥰🥰🥰🤭👍💪🤳,0
2025-11-06T12:00:02Z,@KetikSitubondo,Sekolah saya belum,0
2025-11-06T10:45:52Z,@ArthaMirza-z6u,Ada anonali tempe.,0
2025-11-06T10:41:31Z,@channelfnf2,Besok nya pinda alam 🗿,0
2025-11-06T10:27:50Z,@masfarez9493,kek mbg gw,0
2025-11-06T10:24:43Z,@adilahijriani5134,Kok tadi kmi dapet nasi bau,0
2025-11-06T10:24:38Z,@aliamarphoamathonthe9802,Waspadaaa semua MBG bisa ada racun nya ⚠️⚠️⚠️⚠️,1
2025-11-06T10:22:41Z,@usuanang348,Makanan beracun gratis. Tapi hanya ada beberapa saja yang keracunan mbg,0
2025-11-06T10:22:31Z,@kurokawaæ,Makasih MBG nya 💕💖<br>Enak banget,0
2025-11-06T09:30:02Z,@teamsammyhere,Tolong mbh nya dicek banyak anak anak yang keracunan mbg,0
2025-11-06T08:51:52Z,@NuraeniDoneng,Bang teman aku pas itu <br>Ayam goreng gak ada <br>Malah <br>Nasi 2😂,0
2025-11-06T08:40:33Z,@hsuryantopandanretno9623,Kan mbg itu seru katanya temen aku di sekolah mbg bikin ngracunin tapi nga tu tabi nenak banget makananya👍👍👍👍👍👍👍👍,0
2025-11-06T08:33:24Z,@DONNGAMERS877,Aku Juga Gak Setuju Aku Kalo Dapat Makan MBG Disekolah SMP Bikin Keracunan Tadi Aku Keracunan Bawa Kerumah Sakit KLO Makan MBG Hati Hati Membuat Kalian Diposh Atau Keracunan❤,1
2025-11-06T08:14:24Z,@dweiydiAndrey,Mbg makan beracun gratis,0
2025-11-06T06:41:16Z,@Sanagutawan444,Aku ketemu pabriknya mbg di Rajeg tadi pas aku mau pulang renang dari sekolah aku ketemu pabriknya dan mobil mbg nya <br><br>Kita dong Kaka sekolah <br>SDN JATI MULYA <br>Kampung tempe  Gempol Sari plis,0
2025-11-06T05:43:02Z,@modestapia,Nikmat banget. Bergizi lagi. Kapan ya ada di Kabupaten Ngada Flores NTT,0
2025-11-06T04:42:33Z,@alfatihmuhammadrezky4747,Kalau menu mbg ku begitu mah aku masuk sekolah terus,0
2025-11-06T04:30:19Z,@IkyPadd,Dah setelah makan masuk rumah sakit 😂😂😂😂,0
2025-11-06T02:59:59Z,@QomariahSholawat,Makasih prabowo mantap prabowo🎉🎉🎉,2
2025-11-06T02:15:31Z,@kMila-rp9jh,Kalo MBG aku tidak enak itu pasti enak,0
2025-11-06T01:58:40Z,@Rayyan123-m1o,"Di daerah saya jauh dari kata bergizi,<br>Saya selalu perhatikan kaya spaghetti seminggu ada 3-4 kali jauh dari kata 4 sehat 5 sempurna",0
2025-11-05T22:24:21Z,@Annemoled,"yg dapat susu itu untuk kelas brpah aja bund,.?<br>atau ada hari2 tertentu klau dapat susu uht",0
2025-11-05T21:37:56Z,@GustiputriGustiputri,Hari ini menunya ya pak prabowo😊😊😊,0
2025-11-05T21:32:01Z,@Irah-c6b,"Blm tentu anak&quot; suka , kbnykn pda keracunan  makanan mereka",0
2025-11-05T18:03:57Z,@Kolofriend,"Guys pesen ku satu aja yaa, semua harus di syukuri. Engga semua orang bisa ngerasain kenyang setiap waktu. Saya juga masih sekolah, dan alhamdulilah keluarga yang lumayan baik dalam ekonomi, walau begitu ayah saya selalu mengajari saya cara bersyukur. Baik baik ya guys😁.",0
2025-11-05T16:31:15Z,@Afikah_A,Ihhh tapi maaf banget ya sekarang kenapa banyak ya yang keracunan,0
2025-11-05T16:09:47Z,@Arisinnew,bukan mbg di sekolah ku tidak seperti ini,0
2025-11-05T14:46:57Z,@Nabil_Ardiansyah-Waly,Hati Hati Makanan Ini Beracun Dari Berita,0
2025-11-05T14:08:14Z,@VinoSudarmansyah,Kan gini maksud aku 😭😭😭😭klu tanpa dapur kayak gini mbg nya basi😭😭😭mimpi aku pengen kayak gini😭😭😭ada yg sama ngak..tapi aku tetap bersyukur 😊😊😊😊,0
2025-11-05T13:38:10Z,@Khansyaaanindita,Anak aku kelengkengnya cuma 2 biji 🤭🤭🤭🤣,0
2025-11-05T13:25:17Z,@anastasiagendhist7422,😍😍🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼😢😢😢😢,0
2025-11-05T12:42:46Z,@garen-s7e,Gw aj pas MBG ad belatung jirr 🗿,0
2025-11-05T12:14:17Z,@dhuelhanapi,Menu enak bener,0
2025-11-05T12:12:29Z,@ikrampanantian,Anjir sekola 016404 silau jawa belum 😢,0
2025-11-05T11:53:22Z,@NoName-j2z1w,Sampe sekarang kami masih menunggu mbg,0
2025-11-05T11:09:45Z,@Firot-c7g,Kak aku habis MDG di sekolah aku kenyang tapi aku habisin😊 MBG enak banget ya yg setuju sama aku like ya gk maksa kok😊,0
2025-11-05T09:43:43Z,@Afz_nabil,Aku mau dapet MBG besok gantian SD unggulan uswatun hasanah,0
2025-11-05T08:46:32Z,@InfoDapurIbu,Telurnya menarik tp klu menurut ku rasanya lebih enak goreng biasa,0
2025-11-05T08:29:34Z,@GembulGede,Kok punya Sekolahanku gak kayak gitu,0
2025-11-05T06:21:36Z,@belOved_.Nasszhaa,"Alhamdulillah,  Rumah Tahfidz Qua&#39;an Putri Imam Muslim Makassar juga sudah dpt..",5
2025-11-07T04:21:06Z,@AdnanNuni-t8s,SD inpres mangngulabbe pak Bowo belum dapat MBG 😢😢😢😢🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,0
2025-11-05T06:04:39Z,@dwi418,"Kak, kapan&quot; bikinin menu mbgnya nasi padang donk, buahnya semangka🙏",0
2025-11-05T05:30:29Z,@toyol_item,Beda SD beda jugaa makanannya,0
2025-11-05T05:17:37Z,@kakahawwa,masyaallah tabarakallah,0
2025-11-05T05:09:33Z,@aldykurniawan.s794,"Ga pake sambal, tiap mbg ga dimkn rebusan doang, kadang bau lauknya",0
2025-11-05T05:07:23Z,@AndreSalon-t6f,aku kapan sih udah november loh😭😭😭,0
2025-11-05T03:40:52Z,@AuroraKalyana,Tapi hati hati cium dulu kalo busuk berati basi tapi kalo nggak busuk berati boleh soalnya banyak sd dan smp keracunan mbg temen aku pernah lohhh keracunan mbg katanya itu viral banget di youtube😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0
2025-11-05T01:34:31Z,@nazwa2130,Tadi nya di SDN Sukasari 2 Senin kemarin harus nya dapat mbg ehh di batalin mendadak kata guru kuuu,0
2025-11-05T00:19:57Z,@aldomukti2761,Aku mbgnya Senin besok😎😎😎,0
2025-11-04T23:04:04Z,@lastiahmajapura,MBG siapa bang,0
2025-11-04T22:55:20Z,@shelina-v7d,Ciss yang dpt mbg dari bulan Januari,0
2025-11-04T22:08:45Z,@SeftaGentaSena,Kapan aku dapet mbg,0
2025-11-04T18:34:59Z,@gendowel,Lah malah minta piring mbg lagi,0
2025-11-04T15:40:05Z,@zahragenk04,DI sekolahku kapan yaa.....,0
2025-11-04T14:07:01Z,@Lokalitakita,Om tante orang mbg btw ini di mana kalok di surabaya plisss besok rabu mbg ku dapet susu pliss btw nama sekolah ku sd almanar pakal surabaya sekolah nya cat ijo sebelah nya ada kb tk semoga di baca,0
2025-11-04T14:06:25Z,@FahriPriatno,Ka belum,0
2025-11-04T13:25:57Z,@KarnaWijaya-o3n3s,Makanan mpg Bagong,0
2025-11-04T12:59:09Z,@zaki_cam,BUKAN DARI PAK PRABOWO TAPI DARI PAJAK RAKYAT,0
2025-11-04T12:52:57Z,@SahiliSahili99,Jambi belum di kasih,0
2025-11-04T11:21:04Z,@ILovey-e7g,Mau request untuk SDN 5 godong<br><br>Nasi goreng lauknya nugget sama susu,0
2025-11-04T11:10:18Z,@MiyaMi-q4g,Woi gue belum dpt,0
2025-11-04T10:54:38Z,@bimaabimanyu5780,MBG = makanan beracun gratis🗿👍,0
2025-11-04T10:37:39Z,@ToniMerak-m6c,😂😂🎉😊,0
2025-11-04T10:21:50Z,@herulia1239,MBG,0
2025-11-04T10:20:33Z,@AiraNaisyaa,Belom dapat MBG 😢😢😢,0
2025-11-04T09:34:14Z,@fnstudio3913,Iya sih tapi banyak yg keracunan di aku,0
2025-11-04T08:59:53Z,@vivoy15-f4t,Oh gitu toh cara bikinnya😮 baru tahu,0
2025-11-04T08:51:21Z,@EmiKurniasih-q3i5h,Kak itu mbg nya yang nangkasari atau yang SD yang lain soalnya aku pengen banget loh kak kalau kakak suka uang ya udah nanti aku kirimin uang rp100.000 asal makannya tuh sama itu loh sama uangnya aku kirimin ya kak,0
2025-11-04T08:48:36Z,@yunior_jj,G dari ikan hiu kah?,0
2025-11-04T08:46:43Z,@TaliaKarunianto,Beda🗿,0
2025-11-04T08:28:33Z,@floidnpt6914,Nanti nya rumah sakit mbak nanti  polisi,0
2025-11-04T08:12:12Z,@DedenSujana-j8t,Mbg 😊😊❤ kakak   sdn kedu waring,0
2025-11-04T08:09:32Z,@DaniSintang-z3l,Itu bukan makanan bergizi gratis tapi makanan beracun lu liat aja mbg g nya apa beracun cok,0
2025-11-04T08:09:03Z,@Zakiarif-o8q,Tim yang udah dapet ngumpul GK maksa,0
2025-11-04T07:50:15Z,@RivaaTzy,PAK DI SDN NEGRI CIRAJEG BELUM ADA MBG MOHON ADA PAK KITA UDAH NUNGU KARENA DI SDN YANG LAIN UDAH ADA DI KITA BELUM BANG PLIS KIRIM YA SEMOGA PAK SEHAT SELALU YANG NGIRIM KE SDN NEGRI CIRAJEG,0
2025-11-04T07:30:22Z,@milky_eko,Gak dapet yang menunya kek gitu beda provinsi😭,0
2025-11-04T07:27:49Z,@ABC100real,M makan b beracun G gratis,0
2025-11-04T07:01:04Z,@MateusTeus-x9u,Ini baru namanya mbg,0
2025-11-04T06:56:28Z,@LastriMuhadar,kalau video begini tapi aslinya daging hiu 🦈🦈🦈🤢🤢🤢🤮🤮🤮🤮🤬,0
2025-11-04T06:44:28Z,@JafarSodiq-q8m,Pak kapan mbg di mi candiareng warung asem Kapan😭,0
2025-11-04T06:18:27Z,@AdityAHamizan-q8b,Mie gacoan dong min,0
2025-11-04T06:04:21Z,@bimaadiprayoga-q8b,Awas keracunan kayak kakak aku,0
2025-11-04T05:54:09Z,@raffiar2128,Alya,0
2025-11-04T04:50:15Z,@Serliyananlohy,Mbg bos,0
2025-11-04T04:37:47Z,@Bincang13,kami mengucapkan terima kasih atas kerjasamanya kami sangat bangga dengan nasi gratis ini kami mengucapkan terima kasih pak presiden,0
2025-11-04T03:49:20Z,@angelica-n2e6b,Makan beracun gratis,0
2025-11-04T02:23:35Z,@aziyaschenel9376,Sekolah aku belum ada mbg kata pak prabowo semua sekolah di kasih 😢,0
2025-11-04T02:17:19Z,@tepakkuichanel7797,"Bila di kelola di tangan orang yg benar MBG akan luar biasa, tapi kalau di olah oleh orang yg berjiwa maling MBG akan Buruk. <br>Trimakasih pak Prabowo",0
2025-11-04T02:02:05Z,@hartoatmojo8240,"MBG namanya, beritanya promosi  dagang dan pencitraan. Kebaikan fatamorgana beda fakta umumnya. Membabi buta , walau resiko keracuna masa tanpa henti. Persoalannya adalah dapur yg tidak mampu operasi... jangan ngawurlah , yg rasional dam harkay insani.",0
2025-11-03T23:30:41Z,@mobilelegendbangbang3553,aku blum dpt tapi katanya bakalan dapet  tapi gatau kapan karena katanya disuruh isi formulir 1 sekolah baru bisa,0
2025-11-03T14:41:28Z,@Yasha_mukbang123,Jadi pengen mbg,0
2025-11-03T13:58:12Z,@NurhainiHutahean,Mbg enak tu nya  sekolah SD bakti 1 belum pernah dapat mbg pilikasih,0
2025-11-03T13:48:32Z,@legokgaming2812,aku. belum. makan. geratis. di. Mi🙏🏻🙏🏻🙏🏻,0
2025-11-03T13:31:35Z,@Kikisubagja-bs2gb,SDN bantarwaru1 kapan ka,0
2025-11-03T13:09:59Z,@AuliaNurafifah-s9w,Kok gw curiga ama nasi bayam tempe sama susu kyk basi anjir soalnya udh keliatan nasinya aj kuning mon maap klo salah paham🗿🗿,0
2025-11-03T12:46:32Z,@DithyaNov,Terimakasih ya pak Bowo semoga tidak beracun mi mis fajar shidiq sudah dapat sampai hari Jumat,0
2025-11-03T12:18:13Z,@DiazMorgan25,MBG makanan beracun gratis,0
2025-11-03T11:01:12Z,@NekLet-t1v1i,Terimakasih pak Prabowo SD kami sudah dapat SDN 82 Seluma tapi menu nya selalu ayam telur dan lain nya kalo susu sesekali dapat gk papa deh yang penting dapat mbg di Manna aja belom ada😊😊😊,0
2025-11-03T09:07:12Z,@LESTI_99,"Kak request dong buat mgb nya tumis kangkung,tahu,buahnya anggur,susu ulramilk vanilla",0
2025-11-03T07:59:55Z,@BriliyanArvan,Terimakasih kak besok aku dapet mbg kak makananya enak kak ❤,0
2025-11-03T07:55:41Z,@ArfansyShop,Masya Allah menu komplit. Jadi tambah semangat belajarnya🤗🤗,0
2025-11-03T05:38:48Z,@iwansuwandi9115,Kartu mie khas gimana ya,0
2025-11-03T03:54:34Z,@zihandoang5013,SD21❤💪🤩🍱,0
2025-11-03T02:22:03Z,@riopasaribu7786,Eset🔥🔥🔥,0
2025-11-03T01:45:25Z,@YantiniHari,Terimakasih Bpk Prabowo🙏🙏🙏,0
2025-11-03T01:44:29Z,@YantiniHari,"SMK 2 Negeri Bandung, MBGnya keren👍Bersih, sehat dan enak enak lagi",0
2025-11-02T14:25:15Z,@rikasqiandra3752,Bapak mbg sering sering dapat susu,0
